-5	9.9593e+05
-4.98	1.0579e+06
-4.96	1.0489e+06
-4.94	9.951e+05
-4.92	9.607e+05
-4.9	1.0043e+06
-4.88	1.0229e+06
-4.86	1.0439e+06
-4.84	1.0245e+06
-4.82	1.027e+06
-4.8	1.0308e+06
-4.78	1.0264e+06
-4.76	1.0311e+06
-4.74	9.746e+05
-4.72	1.0859e+06
-4.7	1.0073e+06
-4.68	1.0507e+06
-4.66	1.0518e+06
-4.64	1.0014e+06
-4.62	1.0107e+06
-4.6	1.0886e+06
-4.58	9.8107e+05
-4.56	9.6529e+05
-4.54	1.0323e+06
-4.52	1.0733e+06
-4.5	1.0004e+06
-4.48	1.0154e+06
-4.46	9.5791e+05
-4.44	1.072e+06
-4.42	1.0024e+06
-4.4	1.0242e+06
-4.38	1.0318e+06
-4.36	1.009e+06
-4.34	1.0064e+06
-4.32	1.0824e+06
-4.3	1.0419e+06
-4.28	1.0046e+06
-4.26	1.0737e+06
-4.24	1.0004e+06
-4.22	1.0514e+06
-4.2	1.0143e+06
-4.18	1.0194e+06
-4.16	1.0429e+06
-4.14	1.0798e+06
-4.12	9.8558e+05
-4.1	1.0063e+06
-4.08	9.9372e+05
-4.06	9.8221e+05
-4.04	9.9987e+05
-4.02	1.069e+06
-4	1.0661e+06
-3.98	1.0861e+06
-3.96	1.061e+06
-3.94	1.0312e+06
-3.92	1.0355e+06
-3.9	1.0786e+06
-3.88	1.008e+06
-3.86	1.0486e+06
-3.84	1.0133e+06
-3.82	1.0035e+06
-3.8	1.0305e+06
-3.78	1.0204e+06
-3.76	1.0306e+06
-3.74	1.0505e+06
-3.72	9.7855e+05
-3.7	9.9657e+05
-3.68	9.6854e+05
-3.66	1.0251e+06
-3.64	1.0097e+06
-3.62	1.0845e+06
-3.6	1.0023e+06
-3.58	1.0471e+06
-3.56	1.0879e+06
-3.54	1.0058e+06
-3.52	9.6971e+05
-3.5	1.0338e+06
-3.48	1.0114e+06
-3.46	9.7484e+05
-3.44	1.0325e+06
-3.42	1.0095e+06
-3.4	9.8216e+05
-3.38	1.0022e+06
-3.36	1.0163e+06
-3.34	1.0651e+06
-3.32	1.0741e+06
-3.3	1.0458e+06
-3.28	1.0456e+06
-3.26	1.0601e+06
-3.24	1.0437e+06
-3.22	1.0399e+06
-3.2	9.9822e+05
-3.18	9.8763e+05
-3.16	1.0182e+06
-3.14	9.6953e+05
-3.12	1.0232e+06
-3.1	1.0327e+06
-3.08	1.054e+06
-3.06	1.0658e+06
-3.04	1.0208e+06
-3.02	1.0162e+06
-3	1.0094e+06
-2.98	1.0701e+06
-2.96	9.7226e+05
-2.94	1.005e+06
-2.92	1.0291e+06
-2.9	1.035e+06
-2.88	1.0208e+06
-2.86	9.8678e+05
-2.84	9.8365e+05
-2.82	1.0582e+06
-2.8	1.0645e+06
-2.78	1.0257e+06
-2.76	1.0833e+06
-2.74	1.0759e+06
-2.72	1.0511e+06
-2.7	1.0341e+06
-2.68	1.0051e+06
-2.66	1.0038e+06
-2.64	9.8719e+05
-2.62	1.0523e+06
-2.6	9.9022e+05
-2.58	1.0491e+06
-2.56	1.0435e+06
-2.54	1.0603e+06
-2.52	1.0462e+06
-2.5	9.9121e+05
-2.48	1.0342e+06
-2.46	1.0035e+06
-2.44	1.0431e+06
-2.42	1.0486e+06
-2.4	1.059e+06
-2.38	9.6552e+05
-2.36	1.0293e+06
-2.34	1.0105e+06
-2.32	9.95e+05
-2.3	1.0487e+06
-2.28	1.0441e+06
-2.26	9.9527e+05
-2.24	1.0049e+06
-2.22	1.0377e+06
-2.2	1.0481e+06
-2.18	1.0844e+06
-2.16	9.9179e+05
-2.14	1.0402e+06
-2.12	9.866e+05
-2.1	1.0102e+06
-2.08	1.0525e+06
-2.06	1.0365e+06
-2.04	1.0429e+06
-2.02	1.014e+06
-2	1.0273e+06
-1.98	1.0783e+06
-1.96	1.0524e+06
-1.94	1.0547e+06
-1.92	1.0752e+06
-1.9	1.0019e+06
-1.88	1.0255e+06
-1.86	1.064e+06
-1.84	1.0641e+06
-1.82	1.0349e+06
-1.8	1.0402e+06
-1.78	9.7875e+05
-1.76	1.0261e+06
-1.74	1.0366e+06
-1.72	1.0089e+06
-1.7	1.0126e+06
-1.68	1.08e+06
-1.66	1.021e+06
-1.64	1.016e+06
-1.62	9.7608e+05
-1.6	1.0039e+06
-1.58	1.0804e+06
-1.56	1.0347e+06
-1.54	1.0655e+06
-1.52	9.917e+05
-1.5	9.8777e+05
-1.48	1.0113e+06
-1.46	1.0055e+06
-1.44	1.0139e+06
-1.42	1.0102e+06
-1.4	9.6291e+05
-1.38	1.0773e+06
-1.36	1.0306e+06
-1.34	1.0165e+06
-1.32	9.8067e+05
-1.3	1.0395e+06
-1.28	1.042e+06
-1.26	1.0853e+06
-1.24	1.0438e+06
-1.22	1.0256e+06
-1.2	1.0842e+06
-1.18	1.0714e+06
-1.16	1.0238e+06
-1.14	1.068e+06
-1.12	1.0775e+06
-1.1	1.0031e+06
-1.08	1.0369e+06
-1.06	1.0698e+06
-1.04	1.0479e+06
-1.02	9.9195e+05
-1	1.0799e+06
-0.98	9.886e+05
-0.96	1.0436e+06
-0.94	1.0181e+06
-0.92	1.0258e+06
-0.9	1.0215e+06
-0.88	9.9585e+05
-0.86	1.0539e+06
-0.84	1.0466e+06
-0.82	1.0533e+06
-0.8	1.0655e+06
-0.78	1.0578e+06
-0.76	9.9794e+05
-0.74	1.0592e+06
-0.72	1.0018e+06
-0.7	1.0138e+06
-0.68	1.0652e+06
-0.66	1.0313e+06
